"brand","hardness"
"L-NiSiCr20-5-3","Твердость L-NiSiCr20-5-3 , ГОСТ 7769-82/HB 10 -1 = 140 - 250 МПа"
"L-NiSiCr30-5-5","Твердость L-NiSiCr30-5-5 , ГОСТ 7769-82/HB 10 -1 = 150 - 210 МПа"
"S-Ni22","Твердость S-Ni22 , ГОСТ 7769-82/HB 10 -1 = 130 - 170 МПа"
"S-Ni35","Твердость S-Ni35 , ГОСТ 7769-82/HB 10 -1 = 130 - 180 МПа"
"S-NiCr20-2","Твердость S-NiCr20-2 , ГОСТ 7769-82/HB 10 -1 = 140 - 200 МПа"
"S-NiCr20-3","Твердость S-NiCr20-3 , ГОСТ 7769-82/HB 10 -1 = 150 - 225 МПа"
"S-NiCr30-1","Твердость S-NiCr30-1 , ГОСТ 7769-82/HB 10 -1 = 130 - 190 МПа"
"S-NiCr30-3","Твердость S-NiCr30-3 , ГОСТ 7769-82/HB 10 -1 = 140 - 200 МПа"
"S-NiCr35-3","Твердость S-NiCr35-3 , ГОСТ 7769-82/HB 10 -1 = 140 - 190 МПа"
"S-NiMn13-7","Твердость S-NiMn13-7 , ГОСТ 7769-82/HB 10 -1 = 130 - 170 МПа"
"S-NiMn23-4","Твердость S-NiMn23-4 , ГОСТ 7769-82/HB 10 -1 = 150 - 180 МПа"
"S-NiSiCr20-5-2","Твердость S-NiSiCr20-5-2 , ГОСТ 7769-82/HB 10 -1 = 180 - 230 МПа"
"S-NiSiCr30-5-5","Твердость S-NiSiCr30-5-5 , ГОСТ 7769-82/HB 10 -1 = 170 - 250 МПа"
"АЧВ-1","Твердость АЧВ-1 , ГОСТ 1585-85/HB 10 -1 = 210 - 260 МПа"
"АЧВ-2","Твердость АЧВ-2 , ГОСТ 1585-85/HB 10 -1 = 167 - 197 МПа"
"АЧК-1","Твердость АЧК-1 , ГОСТ 1585-85/HB 10 -1 = 187 - 229 МПа"
"АЧК-2","Твердость АЧК-2 , ГОСТ 1585-85/HB 10 -1 = 167 - 197 МПа"
"АЧС-1","Твердость АЧС-1 , ГОСТ 1585-85/HB 10 -1 = 180 - 241 МПа"
"АЧС-2","Твердость АЧС-2 , ГОСТ 1585-85/HB 10 -1 = 180 - 229 МПа"
"АЧС-3","Твердость АЧС-3 , ГОСТ 1585-85/HB 10 -1 = 160 - 190 МПа"
"АЧС-4","Твердость АЧС-4 , ГОСТ 1585-85/HB 10 -1 = 180 - 229 МПа"
"АЧС-5","Твердость АЧС-5 , ГОСТ 1585-85/HB 10 -1 = 180 - 290 МПа;Твердость АЧС-5 после закалки , ГОСТ 1585-85/HB 10 -1 = 140 - 180 МПа"
"АЧС-6","Твердость АЧС-6 , ГОСТ 1585-85/HB 10 -1 = 100 - 120 МПа"
"ВЧ100","Твердость ВЧ100 , ГОСТ 7293-85/HB 10 -1 = 270 - 360 МПа"
"ВЧ35","Твердость ВЧ35 , ГОСТ 7293-85/HB 10 -1 = 140 - 170 МПа"
"ВЧ40","Твердость ВЧ40 , ГОСТ 7293-85/HB 10 -1 = 140 - 202 МПа"
"ВЧ45","Твердость ВЧ45 , ГОСТ 7293-85/HB 10 -1 = 140 - 225 МПа"
"ВЧ50","Твердость ВЧ50 , ГОСТ 7293-85/HB 10 -1 = 153 - 245 МПа"
"ВЧ60","Твердость ВЧ60 , ГОСТ 7293-85/HB 10 -1 = 192 - 277 МПа"
"ВЧ70","Твердость ВЧ70 , ГОСТ 7293-85/HB 10 -1 = 228 - 302 МПа"
"ВЧ80","Твердость ВЧ80 , ГОСТ 7293-85/HB 10 -1 = 248 - 351 МПа"
"КЧ30-6","Твердость КЧ30-6 , ГОСТ 1215-79/HB 10 -1 = 100 - 163 МПа"
"КЧ33-8","Твердость КЧ33-8 , ГОСТ 1215-79/HB 10 -1 = 100 - 163 МПа"
"КЧ35-10","Твердость КЧ35-10 , ГОСТ 1215-79/HB 10 -1 = 100 - 163 МПа"
"КЧ37-12","Твердость КЧ37-12 , ГОСТ 1215-79/HB 10 -1 = 110 - 163 МПа"
"КЧ45-7","Твердость КЧ45-7 , ГОСТ 1215-79/HB 10 -1 = 150 - 207 МПа"
"КЧ50-5","Твердость КЧ50-5 , ГОСТ 1215-79/HB 10 -1 = 170 - 230 МПа"
"КЧ55-4","Твердость КЧ55-4 , ГОСТ 1215-79/HB 10 -1 = 192 - 241 МПа"
"КЧ60-3","Твердость КЧ60-3 , ГОСТ 1215-79/HB 10 -1 = 200 - 269 МПа"
"КЧ65-3","Твердость КЧ65-3 , ГОСТ 1215-79/HB 10 -1 = 212 - 269 МПа"
"КЧ70-2","Твердость КЧ70-2 , ГОСТ 1215-79/HB 10 -1 = 241 - 285 МПа"
"КЧ80-1.5","Твердость КЧ80-1.5 , ГОСТ 1215-79/HB 10 -1 = 270 - 320 МПа"
"Л1",""
"Л2",""
"Л3",""
"Л4",""
"Л5",""
"Л6",""
"ЛР1",""
"ЛР2",""
"ЛР3",""
"ЛР4",""
"ЛР5",""
"ЛР6",""
"ЛР7",""
"П1",""
"П2",""
"ПВК1",""
"ПВК2",""
"ПВК3",""
"ПЛ1",""
"ПЛ2",""
"ПФ1",""
"ПФ2",""
"ПФ3",""
"СЧ10","Твердость СЧ10 , ГОСТ 1412-85/HB 10 -1 = 120 - 205 МПа"
"СЧ15","Твердость СЧ15 , ГОСТ 1412-85/HB 10 -1 = 130 - 241 МПа"
"СЧ20","Твердость СЧ20 , ГОСТ 1412-85/HB 10 -1 = 143 - 255 МПа"
"СЧ25","Твердость СЧ25 , ГОСТ 1412-85/HB 10 -1 = 156 - 260 МПа"
"СЧ30","Твердость СЧ30 , ГОСТ 1412-85/HB 10 -1 = 163 - 270 МПа"
"СЧ35","Твердость СЧ35 , ГОСТ 1412-85/HB 10 -1 = 179 - 290 МПа"
"ЧВГ30","Твердость ЧВГ30 , ГОСТ 28394-89/HB 10 -1 = 130 - 180 МПа"
"ЧВГ35","Твердость ЧВГ35 , ГОСТ 28394-89/HB 10 -1 = 140 - 190 МПа"
"ЧВГ40","Твердость ЧВГ40 , ГОСТ 28394-89/HB 10 -1 = 170 - 220 МПа"
"ЧВГ45","Твердость ЧВГ45 , ГОСТ 28394-89/HB 10 -1 = 190 - 250 МПа"
"ЧГ6С3Ш","Твердость ЧГ6С3Ш , ГОСТ 7769-82/HB 10 -1 = 219 - 259 МПа"
"ЧГ7Х4","Твердость ЧГ7Х4 , ГОСТ 7769-82/HB 10 -1 = 390 - 450 МПа"
"ЧГ8Д3","Твердость ЧГ8Д3 , ГОСТ 7769-82/HB 10 -1 = 176 - 285 МПа"
"ЧН11Г7Ш","Твердость ЧН11Г7Ш , ГОСТ 7769-82/HB 10 -1 = 120 - 255 МПа"
"ЧН15Д3Ш","Твердость ЧН15Д3Ш , ГОСТ 7769-82/HB 10 -1 = 120 - 255 МПа"
"ЧН15Д7","Твердость ЧН15Д7 , ГОСТ 7769-82/HB 10 -1 = 120 - 297 МПа"
"ЧН19Х3Ш","Твердость ЧН19Х3Ш , ГОСТ 7769-82/HB 10 -1 = 120 - 255 МПа"
"ЧН20Д2Ш","Твердость ЧН20Д2Ш , ГОСТ 7769-82/HB 10 -1 = 120 - 220 МПа"
"ЧН2Х","Твердость ЧН2Х , ГОСТ 7769-82/HB 10 -1 = 215 - 280 МПа"
"ЧН3ХМДШ","Твердость ЧН3ХМДШ , ГОСТ 7769-82/HB 10 -1 = 350 - 550 МПа"
"ЧН4Х2","Твердость ЧН4Х2 , ГОСТ 7769-82/HB 10 -1 = 400 - 650 МПа"
"ЧНМШ","Твердость ЧНМШ , ГОСТ 7769-82/HB 10 -1 = 183 - 286 МПа"
"ЧНХМД","Твердость ЧНХМД , ГОСТ 7769-82/HB 10 -1 = 201 - 286 МПа"
"ЧНХМДШ","Твердость ЧНХМДШ , ГОСТ 7769-82/HB 10 -1 = 270 - 320 МПа"
"ЧНХТ","Твердость ЧНХТ , ГОСТ 7769-82/HB 10 -1 = 201 - 286 МПа"
"ЧС13","Твердость ЧС13 , ГОСТ 7769-82/HB 10 -1 = 290 - 390 МПа"
"ЧС15","Твердость ЧС15 , ГОСТ 7769-82/HB 10 -1 = 290 - 390 МПа"
"ЧС15М4","Твердость ЧС15М4 , ГОСТ 7769-82/HB 10 -1 = 390 - 450 МПа"
"ЧС17","Твердость ЧС17 , ГОСТ 7769-82/HB 10 -1 = 390 - 450 МПа"
"ЧС17М3","Твердость ЧС17М3 , ГОСТ 7769-82/HB 10 -1 = 390 - 450 МПа"
"ЧС5","Твердость ЧС5 , ГОСТ 7769-82/HB 10 -1 = 140 - 300 МПа"
"ЧС5Ш","Твердость ЧС5Ш , ГОСТ 7769-82/HB 10 -1 = 228 - 300 МПа"
"ЧХ1","Твердость ЧХ1 , ГОСТ 7769-82/HB 10 -1 = 207 - 286 МПа"
"ЧХ16","Твердость ЧХ16 , ГОСТ 7769-82/HB 10 -1 = 400 - 450 МПа"
"ЧХ16М2","Твердость ЧХ16М2 , ГОСТ 7769-82/HB 10 -1 = 490 - 610 МПа"
"ЧХ2","Твердость ЧХ2 , ГОСТ 7769-82/HB 10 -1 = 207 - 286 МПа"
"ЧХ22","Твердость ЧХ22 , ГОСТ 7769-82/HB 10 -1 = 330 - 610 МПа"
"ЧХ22С","Твердость ЧХ22С , ГОСТ 7769-82/HB 10 -1 = 215 - 340 МПа"
"ЧХ28","Твердость ЧХ28 , ГОСТ 7769-82/HB 10 -1 = 215 - 270 МПа"
"ЧХ28Д2","Твердость ЧХ28Д2 , ГОСТ 7769-82/HB 10 -1 = 390 - 640 МПа"
"ЧХ28П","Твердость ЧХ28П , ГОСТ 7769-82/HB 10 -1 = 245 - 390 МПа"
"ЧХ3","Твердость ЧХ3 , ГОСТ 7769-82/HB 10 -1 = 228 - 364 МПа"
"ЧХ32","Твердость ЧХ32 , ГОСТ 7769-82/HB 10 -1 = 245 - 340 МПа"
"ЧХ3Т","Твердость ЧХ3Т , ГОСТ 7769-82/HB 10 -1 = 440 - 590 МПа"
"ЧХ9Н5","Твердость ЧХ9Н5 , ГОСТ 7769-82/HB 10 -1 = 490 - 610 МПа"
"ЧЮ22Ш","Твердость ЧЮ22Ш , ГОСТ 7769-82/HB 10 -1 = 241 - 364 МПа"
"ЧЮ30","Твердость ЧЮ30 , ГОСТ 7769-82/HB 10 -1 = 364 - 550 МПа"
"ЧЮ6С5","Твердость ЧЮ6С5 , ГОСТ 7769-82/HB 10 -1 = 235 - 300 МПа"
"ЧЮ7Х2","Твердость ЧЮ7Х2 , ГОСТ 7769-82/HB 10 -1 = 240 - 286 МПа"
"ЧЮХШ","Твердость ЧЮХШ , ГОСТ 7769-82/HB 10 -1 = 187 - 364 МПа"
"CuA110Fe3Mn1","Твердость CuA110Fe3Mn1 , Трубы ГОСТ 1208-90/HB 10 -1 = 129 - 200 МПа;Твердость CuA110Fe3Mn1, Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 130 - 200 МПа"
"CuA110Fe4Ni4","Твердость CuA110Fe4Ni4 , Трубы ГОСТ 1208-90/HB 10 -1 = 170 - 220 МПа;Твердость CuA110Fe4Ni4 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 170 - 220 МПа"
"CuA15","Твердость CuA15 , Сплав мягкий/HB 10 -1 = 55 - 65 МПа;Твердость CuA15 , Сплав твердый/HB 10 -1 = 190 - 210 МПа"
"CuA18","Твердость CuA18 , Сплав мягкий/HB 10 -1 = 65 - 75 МПа;Твердость CuA18 , Сплав твердый/HB 10 -1 = 200 - 220 МПа"
"CuA19Fe3","Твердость CuA19Fe3 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 110 - 180 МПа;Твердость CuA19Fe3 , Сплав мягкий/HB 10 -1 = 100 - 120 МПа;Твердость CuA19Fe3 , Сплав твердый/HB 10 -1 = 160 - 200 МПа"
"CuA19Mn2","Твердость CuA19Mn2 , Пруток полутверд. ГОСТ 1628-78/HB 10 -1 = 115 МПа;Твердость CuA19Mn2 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 95 МПа"
"CuAg0.1","Твердость CuAg0.1 , Сплав мягкий/HB 10 -1 = 50 МПа;Твердость CuAg0.1 , Сплав твердый/HB 10 -1 = 110 МПа"
"CuBe2NiCo","Твердость CuBe2NiCo , Пруток мягк. ГОСТ 15835-70/HB 10 -1 = 100 - 150 МПа;Твердость CuBe2NiCo , Пруток тверд. ГОСТ 15835-70/HB 10 -1 = 150 МПа"
"CuBe2NiTi","Твердость CuBe2NiTi , Сплав мягкий/HB 10 -1 = 120 - 140 МПа"
"CuCd1","Твердость CuCd1 , ГОСТ 4134/HB 10 -1 = 95 МПа;Твердость CuCd1 , Сплав мягкий/HB 10 -1 = 50 - 70 МПа;Твердость CuCd1 , Сплав твердый/HB 10 -1 = 95 - 115 МПа"
"CuCr1",""
"CuFeP",""
"CuSi3Mn1","Твердость CuSi3Mn1 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 65 МПа;Твердость CuSi3Mn1 , Пруток тверд. ГОСТ 1628-78/HB 10 -1 = 150 МПа;Твердость CuSi3Mn1, Сплав мягкий/HB 10 -1 = 70 - 90 МПа"
"CuSn5Zn5Pb5-C",""
"БрА10Ж3",""
"БрА10Ж3Мц2","Твердость БрА10Ж3Мц2 , литье в кокиль ГОСТ 493/HB 10 -1 = 120 МПа;Твердость БрА10Ж3Мц2 , литье в песчаную форму ГОСТ 493/HB 10 -1 = 100 МПа"
"БрА10Ж3р",""
"БрА10Ж4Н4Л","Твердость БрА10Ж4Н4Л , литье в кокиль ГОСТ 493/HB 10 -1 = 170 МПа;Твердость БрА10Ж4Н4Л , литье в песчаную форму ГОСТ 493/HB 10 -1 = 160 МПа"
"БрА10Мц2Л","Твердость БрА10Мц2Л , литье в кокиль ГОСТ 493/HB 10 -1 = 110 МПа;Твердость БрА10Мц2Л , литье в песчаную форму ГОСТ 493/HB 10 -1 = 110 МПа"
"БрА11Ж6Н6","Твердость БрА11Ж6Н6 , литье в кокиль ГОСТ 493/HB 10 -1 = 250 МПа;Твердость БрА11Ж6Н6 , литье в песчаную форму ГОСТ 493/HB 10 -1 = 250 МПа"
"БрА5","Твердость БрА5 , Сплав мягкий/HB 10 -1 = 55 - 65 МПа;Твердость БрА5 , Сплав твердый/HB 10 -1 = 190 - 210 МПа"
"БрА7","Твердость БрА7 , Сплав мягкий/HB 10 -1 = 65 - 75 МПа;Твердость БрА7 , Сплав твердый/HB 10 -1 = 200 - 220 МПа"
"БрА7Ж1.5С1.5","Твердость БрА7Ж1.5С1.5 ,/HB 10 -1 = 98 МПа"
"БрА7Мц15Ж3Н2Ц2",""
"БрА9Ж3Л","Твердость БрА9Ж3Л , литье в кокиль ГОСТ 493/HB 10 -1 = 100 МПа;Твердость БрА9Ж3Л , литье в песчаную форму ГОСТ 493/HB 10 -1 = 100 МПа"
"БрА9Ж4","Твердость БрА9Ж4 ,/HB 10 -1 = 98 МПа"
"БрА9Ж4Н4Мц1","Твердость БрА9Ж4Н4Мц1 , литье в кокиль ГОСТ 493/HB 10 -1 = 160 МПа;Твердость БрА9Ж4Н4Мц1 , литье в песчаную форму ГОСТ 493/HB 10 -1 = 160 МПа"
"БрА9Мц2Л","Твердость БрА9Мц2Л , литье в кокиль ГОСТ 493/HB 10 -1 = 80 МПа;Твердость БрА9Мц2Л , литье в песчаную форму ГОСТ 493/HB 10 -1 = 80 МПа"
"БрАЖ9-4","Твердость БрАЖ9-4 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 110 - 180 МПа;Твердость БрАЖ9-4 , Сплав мягкий/HB 10 -1 = 100 - 120 МПа;Твердость БрАЖ9-4 , Сплав твердый/HB 10 -1 = 160 - 200 МПа"
"БрАЖ9-4Л","Твердость БрАЖ9-4Л , литье в кокиль ГОСТ 493/HB 10 -1 = 100 МПа;Твердость БрАЖ9-4Л , литье в песчаную форму ГОСТ 493/HB 10 -1 = 100 МПа"
"БрАЖМц10-3-1.5","Твердость БрАЖМц10-3-1.5 , Трубы ГОСТ 1208-90/HB 10 -1 = 129 - 200 МПа;Твердость БрАЖМц10-3-1.5 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 130 - 200 МПа"
"БрАЖН10-4-4","Твердость БрАЖН10-4-4 , Трубы ГОСТ 1208-90/HB 10 -1 = 170 - 220 МПа;Твердость БрАЖН10-4-4 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 170 - 220 МПа"
"БрАЖН10-4-4Л","Твердость БрАЖН10-4-4Л , литье в кокиль ГОСТ 493/HB 10 -1 = 170 МПа;Твердость БрАЖН10-4-4Л , литье в песчаную форму ГОСТ 493/HB 10 -1 = 160 МПа"
"БрАЖН11-6-6","Твердость БрАЖН11-6-6 , литье в кокиль ГОСТ 493/HB 10 -1 = 250 МПа;Твердость БрАЖН11-6-6 , литье в песчаную форму ГОСТ 493/HB 10 -1 = 250 МПа"
"БрАЖНМц9-4-4-1","Твердость БрАЖНМц9-4-4-1 ,/HB 10 -1 = 150 МПа"
"БрАМц10-2","Твердость БрАМц10-2 , литье в кокиль/HB 10 -1 = 100 - 120 МПа"
"БрАМц9-2","Твердость БрАМц9-2 , Пруток полутверд. ГОСТ 1628-78/HB 10 -1 = 115 МПа;Твердость БрАМц9-2 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 95 МПа"
"БрАМц9-2Л","Твердость БрАМц9-2Л , литье в кокиль ГОСТ 493/HB 10 -1 = 80 МПа;Твердость БрАМц9-2Л , литье в песчаную форму ГОСТ 493/HB 10 -1 = 80 МПа"
"БрАЮЖ3",""
"БрАЮЖ3Мц2",""
"БрАЮЖ3р",""
"БрБ2.5","Твердость БрБ2.5 , Сплав мягкий/HB 10 -1 = 130 МПа;Твердость БрБ2.5 , Сплав твердый/HB 10 -1 = 360 МПа"
"БрБ2","Твердость БрБ2 , Пруток мягк. ГОСТ 15835-70/HB 10 -1 = 100 - 150 МПа;Твердость БрБ2 , Пруток тверд. ГОСТ 15835-70/HB 10 -1 = 150 МПа"
"БрБНТ1.7","Твердость БрБНТ1.7 , Сплав мягкий/HB 10 -1 = 80 - 120 МПа;Твердость БрБНТ1.7 , Сплав твердый/HB 10 -1 = 150 - 240 МПа"
"БрБНТ1.9","Твердость БрБНТ1.9 , Сплав мягкий/HB 10 -1 = 120 - 140 МПа"
"БрБНТ1.9Мг",""
"БрВАЖ9-4",""
"БрВАЖ9-4Л",""
"БрВАЖМц10-3-1.5",""
"БрКБ2.5-0.5",""
"БрКд1","Твердость БрКд1 , ГОСТ 4134/HB 10 -1 = 95 МПа;Твердость БрКд1 , Сплав мягкий/HB 10 -1 = 50 - 70 МПа;Твердость БрКд1 , Сплав твердый/HB 10 -1 = 95 - 115 МПа"
"БрКМц3-1","Твердость БрКМц3-1 , Пруток прессован. ГОСТ 1628-78/HB 10 -1 = 65 МПа;Твердость БрКМц3-1 , Пруток тверд. ГОСТ 1628-78/HB 10 -1 = 150 МПа;Твердость БрКМц3-1 , Сплав мягкий/HB 10 -1 = 70 - 90 МПа"
"БрКН1-3","Твердость БрКН1-3 , Сплав мягкий/HB 10 -1 = 80 - 100 МПа;Твердость БрКН1-3 , Сплав твердый/HB 10 -1 = 150 - 200 МПа"
"БрКХКо0.4-0.6-1.6",""
"БрМВТ",""
"БрМг0.3","Твердость БрМг0.3 , ГОСТ 4134/HB 10 -1 = 90 МПа"
"БрМг0.5","Твердость БрМг0.5 ,/HB 10 -1 = 130 МПа"
"БрМг0.8","Твердость БрМг0.8 ,/HB 10 -1 = 130 МПа"
"БрМц5","Твердость БрМц5 , Сплав мягкий/HB 10 -1 = 70 - 90 МПа;Твердость БрМц5 , Сплав твердый/HB 10 -1 = 150 - 170 МПа"
"БрНБТ","Твердость БрНБТ , Сплав деформированый/HB 10 -1 = 150 МПа;Твердость БрНБТ , Сплав отожженный/HB 10 -1 = 80 МПа"
"БрНХК","Твердость БрНХК ,/HB 10 -1 = 167 МПа;Твердость БрНХК , Сплав деформированый/HB 10 -1 = 150 МПа;Твердость БрНХК , Сплав отожженный/HB 10 -1 = 80 МПа"
"БрНХК2.5-0.7-0.6",""
"БрНЦр",""
"БрО10","Твердость БрО10 , литье в кокиль/HB 10 -1 = 108 МПа;Твердость БрО10 , литье в песчаную форму/HB 10 -1 = 68 - 78 МПа"
"БрО10С10","Твердость БрО10С10 без термообработки , литье в кокиль ГОСТ 613-79/HB 10 -1 = 78 МПа;Твердость БрО10С10 без термообработки , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 65 МПа"
"БрО10С12Н3","Твердость БрО10С12Н3 ,/HB 10 -1 = 73.5 МПа"
"БрО10Ф1","Твердость БрО10Ф1 без термообработки , литье в кокиль ГОСТ 613-79/HB 10 -1 = 90 МПа;Твердость БрО10Ф1 без термообработки , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 80 МПа"
"БрО10Ц2","Твердость БрО10Ц2 без термообработки , литье в кокиль ГОСТ 613-79/HB 10 -1 = 75 МПа;Твердость БрО10Ц2 без термообработки , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 65 МПа"
"БрО19","Твердость БрО19 , литье в кокиль/HB 10 -1 = 157 МПа"
"БрО3.5Ц7С5","Твердость БрО3.5Ц7С5 ,/HB 10 -1 = 59 МПа"
"БрО3Ц12С5","Твердость БрО3Ц12С5 , Пруток ГОСТ 24301-93/HB 10 -1 = 60 - 65 МПа;Твердость БрО3Ц12С5 , литье в кокиль ГОСТ 613-79/HB 10 -1 = 60 МПа;Твердость БрО3Ц12С5 , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрО3Ц13С4",""
"БрО3Ц6С5",""
"БрО3Ц7С5Н","Твердость БрО3Ц7С5Н ,/HB 10 -1 = 59 МПа"
"БрО3Ц7С5Н1","Твердость БрО3Ц7С5Н1 , Пруток ГОСТ 24301-93/HB 10 -1 = 60 - 65 МПа;Твердость БрО3Ц7С5Н1 , литье в кокиль ГОСТ 613-79/HB 10 -1 = 60 МПа;Твердость БрО3Ц7С5Н1 , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрО3Ц8С4Н1",""
"БрО4Ц4С17","Твердость БрО4Ц4С17 без термообработки , ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрО4Ц7С5","Твердость БрО4Ц7С5 без термообработки , ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрО4Ц8С5",""
"БрО5С25","Твердость БрО5С25 без термообработки , литье в кокиль ГОСТ 613-79/HB 10 -1 = 60 МПа;Твердость БрО5С25 без термообработки , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 45 МПа"
"БрО5Ц5С5","Твердость БрО5Ц5С5 без термообработки , ГОСТ 613-79/HB 10 -1 = 60 МПа;Твердость БрО5Ц5С5 , Пруток ГОСТ 24301-93/HB 10 -1 = 65 - 70 МПа"
"БрО5Ц6С5",""
"БрО6С6Ц3","Твердость БрО6С6Ц3 , литье в кокиль/HB 10 -1 = 64 - 73.5 МПа;Твердость БрО6С6Ц3 , литье в песчаную форму/HB 10 -1 = 59 МПа"
"БрО6Ц6С2Х",""
"БрО6Ц6С3","Твердость БрО6Ц6С3 без термообработки , ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрО8Н4Ц2","Твердость БрО8Н4Ц2 ,/HB 10 -1 = 78.5 МПа"
"БрО8С12","Твердость БрО8С12 , литье в кокиль/HB 10 -1 = 78.5 - 118 МПа;Твердость БрО8С12 , литье в песчаную форму/HB 10 -1 = 68.5 - 98 МПа"
"БрО8Ц4","Твердость БрО8Ц4 без термообработки , ГОСТ 613-79/HB 10 -1 = 75 МПа"
"БрОФ2-0.25",""
"БрОФ4-0.25","Твердость БрОФ4-0.25 , Сплав мягкий/HB 10 -1 = 55 - 70 МПа;Твердость БрОФ4-0.25 , Сплав твердый/HB 10 -1 = 160 - 170 МПа"
"БрОФ6.5-0.15","Твердость БрОФ6.5-0.15 , Пруток холоднокатан. тверд. ГОСТ 10025-78/HB 10 -1 = 140 - 150 МПа;Твердость БрОФ6.5-0.15 , Пруток холоднокатан. мягк. ГОСТ 10025-78/HB 10 -1 = 70 МПа;Твердость БрОФ6.5-0.15 , Пруток прессован. ГОСТ 10025-78/HB 10 -1 = 70 МПа"
"БрОФ6.5-0.4","Твердость БрОФ6.5-0.4 , Сплав мягкий/HB 10 -1 = 70 - 90 МПа;Твердость БрОФ6.5-0.4 , Сплав твердый/HB 10 -1 = 170 - 220 МПа"
"БрОФ7-0.2","Твердость БрОФ7-0.2 , Пруток холоднокатан. мягк. ГОСТ 10025-78/HB 10 -1 = 80 МПа;Твердость БрОФ7-0.2 , Пруток холоднокатан. тверд. ГОСТ 10025-78/HB 10 -1 = 150 - 180 МПа;Твердость БрОФ7-0.2 , Пруток прессован. ГОСТ 10025-78/HB 10 -1 = 70 МПа"
"БрОФ8-0.3","Твердость БрОФ8-0.3 , Сплав мягкий/HB 10 -1 = 90 - 100 МПа;Твердость БрОФ8-0.3 , Сплав твердый/HB 10 -1 = 180 - 240 МПа"
"БрОЦ4-3","Твердость БрОЦ4-3 , Сплав мягкий/HB 10 -1 = 50 - 70 МПа;Твердость БрОЦ4-3 , Сплав твердый/HB 10 -1 = 150 - 170 МПа"
"БрОЦС3.5-7-5","Твердость БрОЦС3.5-7-5 без термообработки , ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрОЦС3-12-5","Твердость БрОЦС3-12-5 , Пруток ГОСТ 24301-93/HB 10 -1 = 60 - 65 МПа;Твердость БрОЦС3-12-5 , литье в кокиль ГОСТ 613-79/HB 10 -1 = 60 МПа;Твердость БрОЦС3-12-5 , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрОЦС4-4-17","Твердость БрОЦС4-4-17 без термообработки , ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрОЦС4-4-2.5","Твердость БрОЦС4-4-2.5 , Сплав мягкий/HB 10 -1 = 50 - 70 МПа;Твердость БрОЦС4-4-2.5 , Сплав твердый/HB 10 -1 = 150 - 170 МПа"
"БрОЦС4-4-4","Твердость БрОЦС4-4-4 , Сплав мягкий/HB 10 -1 = 61 МПа"
"БрОЦС5-5-6","Твердость БрОЦС5-5-6 без термообработки , ГОСТ 613-79/HB 10 -1 = 60 МПа;Твердость БрОЦС5-5-6 , Пруток ГОСТ 24301-93/HB 10 -1 = 65 - 70 МПа"
"БрОЦСН3-7-5-1","Твердость БрОЦСН3-7-5-1 , Пруток ГОСТ 24301-93/HB 10 -1 = 60 - 65 МПа;Твердость БрОЦСН3-7-5-1 , литье в кокиль ГОСТ 613-79/HB 10 -1 = 60 МПа;Твердость БрОЦСН3-7-5-1 , литье в песчаную форму ГОСТ 613-79/HB 10 -1 = 60 МПа"
"БрС30","Твердость БрС30 , литье в кокиль ГОСТ 493/HB 10 -1 = 25 МПа"
"БрС60Н2.5","Твердость БрС60Н2.5 ,/HB 10 -1 = 13.5 МПа"
"БрСр0.1","Твердость БрСр0.1 , Сплав мягкий/HB 10 -1 = 50 МПа;Твердость БрСр0.1 , Сплав твердый/HB 10 -1 = 110 МПа"
"БрСу3Н3Ц3С20Ф","Твердость БрСу3Н3Ц3С20Ф , литье в кокиль ГОСТ 493/HB 10 -1 = 65 МПа"
"БрСу6Н2","Твердость БрСу6Н2 ,/HB 10 -1 = 80 МПа"
"БрСу6С12Ф0.3","Твердость БрСу6С12Ф0.3 ,/HB 10 -1 = 59 МПа"
"БрСу6Ф1","Твердость БрСу6Ф1 ,/HB 10 -1 = 78 МПа"
"БрХ","Твердость БрХ , Сплав деформированый/HB 10 -1 = 115 МПа;Твердость БрХ , Сплав отожженный/HB 10 -1 = 60 МПа"
"БрХ0.7",""
"БрХ1",""
"БрХ1Цр",""
